mag_X,mag_Y,mag_Z,ADC1_CH1,ADC1_CH2,ADC1_CH3,ADC1_CH4,ADC1_CH5,ADC1_CH6
-68.2979,48.1834,112.8023,0,0.17,0.1,0,0,0.27
-64.3305,46.0014,113.1838,0,0,0.17,0.05,0,0.14
-65.0843,46.0014,113.6416,0.05,0,0,0.03,0,0.04
-66.8299,47.7867,113.4127,0.75,1.26,0,0,0,0.62
-63.299,46.4378,110.4372,1.37,0,0,0.09,0,0.89
-65.5207,46.4378,109.4453,1.28,0,0,0.44,0,0.88
-65.8381,48.2231,109.0639,0.83,0.78,0,0,0,0.98
-67.306,46.7948,110.2846,0,0,0.1,1.1,0,0.72
-63.3387,45.3269,111.1238,0.84,0,0,0.44,0,0.71
-63.3387,42.4704,111.1238,0.52,0.43,0,0,0,0.65
-62.9816,46.7948,111.1238,0,0.41,0.17,0,0,0.53
-61.5534,46.041,111.9631,0,0,0.35,0.05,0,0.38
-65.1637,47.1122,114.7097,0,0,0.03,0.25,0,0.19
-64.7669,48.2231,114.3282,0.16,0,0,0.1,0,0.1
-64.0925,49.6513,114.7097,0.09,0.04,0,0,0,0.08
-64.7669,45.684,114.7097,0,0.04,0,0,0,0.05
-67.306,46.4378,115.0912,0,0,0.03,0,0,0.04
-64.7669,46.4378,114.7097,0,0,0,0,0,0
-63.3387,44.2557,114.023,0,0,0,0,0,0
-61.9104,47.1916,114.023,0,0,0,0,0,0
-61.5534,45.684,114.023,0,0,0,0,0,0
-65.5207,47.4693,114.7097,0,0,0,0,0,0
-65.5207,48.9769,113.5653,0,0,0,0,0,0
-62.5452,47.0329,108.1483,0,1.22,1,0,0,0.43
-66.1555,48.5405,107.6905,0,0,1.68,0.52,0,0.4
-67.5837,50.6432,112.4208,0.05,0,0.01,1.72,0,0.22
-65.0446,47.7867,112.0394,1.54,0,0,0.67,0,0.26
-66.8696,45.6443,110.8949,1.15,0.96,0,0,0,0.52
-67.5837,45.2476,108.1483,0,1.32,0.7,0,0,0.58
-63.6164,44.5731,108.1483,0,0,1.77,0.32,0,0.44
-64.7272,44.5731,110.132,0,0,0,1.62,0,0.31
-65.0843,47.4296,110.8186,1.41,0,0,0.78,0,0.36
-61.7914,47.7867,110.4372,1.27,0.91,0,0,0,0.4
-65.4017,46.7552,108.9113,0,1.41,0.5,0,0,0.56
-67.187,47.4296,106.5461,0,0.1,1.68,0,0,0.62
-67.187,49.9687,109.369,0,0,0.57,1.5,0,0.38
-65.0843,46.7552,110.132,1.15,0,0,1.05,0,0.39
-66.8696,46.0014,109.7505,1.45,0.63,0,0,0,0.58
-63.6164,46.3584,107.0039,0,1.48,0.21,0,0,0.58
-62.5452,43.1449,104.2573,0,0,1.71,0,0,0.52
-65.0843,47.1122,108.1483,0,0,0.7,1.38,0,0.44
-63.299,47.7867,109.4453,1.07,0,0,1.1,0,0.43
-62.6246,45.3269,114.7097,0,0,0,0,0,0
-62.6246,45.3269,114.7097,0,0,0,0,0,0
-64.7669,49.6513,115.4726,0,0,0,0,0,0
-67.306,46.7948,115.8541,0,0,0,0,0,0
-64.0528,43.8987,114.6334,0,0,0,0,0,0
-64.7669,46.041,115.7778,0,0,0,0,0,0
-63.3387,47.4693,116.4645,0,0,0,0,0,0
-62.6246,46.7552,115.2438,0,0,0,0,0,0
-64.7669,46.7552,114.4808,0,0,0,0,0,0
-66.1952,47.1122,117.4563,0,0,0,0,0,0
-65.0843,45.684,116.3119,0,0,0,0,0,0
-66.1952,43.5019,116.1593,0,0,0,0,0,0
-64.4099,44.5731,116.083,0,0,0,0,0,0
-63.6561,44.5731,115.2438,0,0,0,0,0,0
-63.299,44.5731,116.3882,0,0,0,0,0,0
-64.7272,47.7867,116.7697,0,0,0,0,0,0
-62.5452,48.8975,116.6171,0,0,0,0,0,0
-63.299,48.1834,116.1593,0,0,0,0,0,0
-65.4017,47.1122,118.0667,0,0,0,0,0,0
-65.7588,44.2161,116.3882,0,0,0,0,0,0
-66.8696,45.3269,117.1511,0,0,0,0,0,0
-63.9734,45.2476,116.6171,0,0,0,0,0,0
-64.6479,47.0329,118.2193,0,0,0,0,0,0
-65.8381,47.2313,116.083,0,0.54,1.64,0,0,0.47
-68.0201,48.6595,118.9059,0,0,0.06,1.68,0,0.28
-65.4414,50.8415,118.9059,1.57,0,0,0.54,0,0.4
-65.4414,45.4459,115.9304,0.93,1.09,0,0,0,0.58
-66.1952,46.8742,114.4045,0,1.23,0.8,0,0,0.63
-65.8381,45.4459,113.2601,0,0,1.66,0.48,0,0.53
-63.7354,49.4133,117.0748,0,0,0.1,1.6,0,0.41
-65.8381,48.6595,118.9059,1.55,0,0,0.53,0,0.44
-65.1637,50.8415,117.38,0.96,1.14,0,0,0,0.47
-64.0528,46.8742,114.0993,0,1.16,0.89,0,0,0.62
-67.2663,48.6595,115.5489,0,0,1.55,0.53,0,0.56
-66.1952,51.873,116.3882,0.1,0,0,1.63,0,0.35
-65.5207,49.0166,116.3882,1.53,0,0,0.56,0,0.48
-68.0201,47.628,114.786,0.93,1.02,0,0,0,0.63
-66.949,48.3024,116.6934,0.1,0,0,1.59,0,0.4
-65.1637,48.6595,115.6252,1.59,0,0,0.39,0,0.48
-62.9816,49.4133,114.786,0.83,1.2,0,0,0,0.52
-65.8381,47.985,112.5734,0,1,0.96,0,0,0.71
-67.2663,49.0166,111.8105,0,0,1.48,0.52,0,0.66
-66.5919,48.3024,116.0067,0.12,0,0,1.58,0,0.41
-62.6246,47.985,114.4808,1.59,0,0,0,0,0.57
-64.0528,48.3024,113.4127,0.82,1.13,0,0,0,0.62
-66.1952,47.628,109.5979,0,0.94,0.89,0,0,0.82
-66.1952,50.0877,110.4372,0,0,1.36,0.6,0,0.7
-68.7343,48.3024,113.7942,0.21,0,0,1.55,0,0.44
-68.7343,50.0877,114.1756,1.55,0,0,0.31,0,0.58
-64.4099,47.628,113.1075,0.69,1.16,0,0,0,0.69
-65.1637,46.4775,109.2927,0,0.85,1.09,0,0,0.72
-65.1637,49.4133,110.132,0,0.83,0.94,0,0,0.88
-66.949,47.2313,109.369,0,0,1.28,0.69,0,0.69
-65.5207,48.3024,111.2764,1.54,0,0,0,0,0.67
-65.8778,46.1997,111.2764,0.53,1.18,0,0,0,0.78
-67.306,46.1997,109.369,0,0.79,1.02,0,0,0.84
-65.1637,46.1997,108.6061,0,0,1.23,0.66,0,0.78
-66.5919,48.3024,112.4208,1.53,0,0,0.05,0,0.69
-66.5919,49.4133,107.8431,0,0.7,1.06,0,0,0.91
-63.299,48.2231,114.7097,1.1,0.87,0,0,0,0.62
-65.4017,47.9057,111.7342,0,1.15,0.61,0,0,0.82
-65.7588,44.6921,109.4453,0,0,1.54,0.43,0,0.69
-66.1555,49.7307,113.5653,0,0,0.13,1.48,0,0.58
-62.9023,50.7622,112.8786,1.4,0,0,0.54,0,0.66
-64.7272,47.9057,112.8786,1.04,0.83,0,0,0,0.72
-64.7272,48.9769,110.6661,0,0,1.37,0.4,0,0.87
-68.2979,49.3339,114.786,0,0,0.12,1.48,0,0.58
-67.9408,50.0084,114.4045,1.38,0,0,0.61,0,0.62
-66.8696,47.5486,113.3364,0.92,0.88,0,0,0,0.78
-64.7272,44.3351,109.9794,0,0.98,0.76,0,0,0.87
-66.8696,45.7633,109.9031,0,0,1.38,0.48,0,0.79
-65.0843,47.1916,113.0312,0,0,0.12,1.38,0,0.71
-64.0528,47.5486,112.6497,1.36,0,0,0.52,0,0.72
-65.0843,50.4051,109.6742,0,0.98,0.66,0,0,0.96
-65.7588,46.1204,109.2927,0,0,1.31,0.48,0,0.85
-69.0517,48.9769,113.8705,0.14,0,0,1.46,0,0.6
-67.2663,51.516,112.726,1.42,0,0,0.43,0,0.71
-66.1555,45.0492,111.9631,0.72,0.93,0,0,0,0.88
-67.5837,46.1204,110.132,0,0.88,0.75,0,0,0.97
-65.0843,46.4775,108.6061,0,0,1.27,0.47,0,0.89
-65.4414,47.9057,111.2001,0.16,0,0,1.32,0,0.78
-64.7272,50.0877,112.4208,1.4,0,0,0.38,0,0.75
-65.0843,49.7307,112.0394,0.78,0.96,0,0,0,0.82
-64.7272,46.8742,108.6824,0,0.82,0.8,0,0,1.01
-67.2663,47.9057,109.0639,0,0,1.15,0.63,0,0.88
-68.2979,48.6595,111.7342,0.21,0,0,1.38,0,0.69
-65.4414,50.0877,111.0475,0.35,0,0,1.28,0,0.78
-65.8381,50.7622,112.9549,1.44,0,0,0,0,0.79
-65.0843,49.3339,110.7424,0.58,1,0,0,0,0.93
-67.9408,48.6595,108.4535,0,0.7,0.79,0,0,1.13
-67.6234,48.6595,109.5979,0,0,1.01,0.67,0,0.97
-66.1952,50.0877,110.3609,0.36,0,0,1.26,0,0.8
-67.6234,46.4775,110.3609,1.31,0,0,0,0,0.91
-65.4414,49.7307,109.2927,0.53,0.94,0,0,0,1.01
-64.4099,46.4775,107.3854,0,0.65,0.92,0,0,1.02
-66.3935,46.7552,111.7342,0.71,0.84,0,0,0,1
-67.1473,49.9687,112.5734,0.28,0,0,1.28,0,0.8
-66.4332,50.3258,112.5734,1.4,0,0,0,0,0.79
-65.3223,49.2943,111.429,0.72,0.88,0,0,0,0.93
-67.1473,48.8975,110.4372,0,0,1.02,0.62,0,1.01
-68.1788,47.4693,111.5816,1.28,0,0,0,0,0.91
-65.7191,47.4693,110.8186,0.58,0.91,0,0,0,1.02
-64.2908,47.1122,108.6061,0,0.69,0.87,0,0,1.06
-65.0446,47.1122,110.132,0,0,0.96,0.67,0,1
-66.4332,49.6513,112.4208,0.41,0,0,1.16,0,0.85
-65.0446,49.6513,112.726,1.26,0,0,0.09,0,0.84
-67.1473,46.7948,111.3527,0.48,0.74,0,0,0,0.93
-67.5044,48.2231,112.8023,0,0.38,0.5,0,0,0.82
-66.8299,47.4693,114.3282,0,0,0.39,0.3,0,0.44
-66.4332,47.866,116.6171,0.13,0,0,0,0,0.1
-62.5452,47.1916,116.9986,0.01,0.04,0,0,0,0.05
-65.4017,46.041,116.3119,0,0.01,0.01,0,0,0.03
-65.4017,51.0796,117.0748,0,0,0,0,0,0
-63.6164,50.0084,116.6934,0,0,0,0,0,0
-67.3854,50.9606,116.6934,1.07,0,0,1.22,0,0.05
-64.1718,46.6758,116.0067,1.57,0.63,0,0,0,0.28
-65.6001,46.0014,114.4808,0.01,1.59,0.22,0,0,0.4
-65.9571,48.8579,110.132,0,0.01,1.82,0,0,0.35
-65.9571,49.1752,114.8623,1.2,0,0,1.19,0,0.21
-64.1718,51.7144,115.2438,1.57,0.63,0,0,0,0.22
-64.8463,50.9606,113.1075,0,1.59,0.19,0,0,0.39
-66.2745,47.747,111.2001,0,0.01,1.8,0,0,0.41
-68.4169,51.9921,114.1756,0,0,0.69,1.51,0,0.22
-66.6316,47.4296,114.1756,1.19,0,0,1.06,0,0.26
-67.0283,46.6758,113.1075,1.44,0.71,0,0,0,0.45
-64.1718,46.3188,109.4453,0,0.01,1.79,0,0,0.43
-65.2033,48.1041,112.4208,0,0,0.66,1.48,0,0.3
-66.0365,50.3258,117.0748,0.01,0,0,0,0,0
-65.7191,50.7225,117.4563,0,0,0,0,0,0
-67.425,46.7552,117.4563,0,0,0,0,0,0
-66.3935,49.2943,117.0748,0,0,0,0,0,0
-64.6082,46.7552,117.4563,0,0,0,0,0,0
-65.7191,49.6117,117.4563,0,0,0,0,0,0
-63.18,49.6117,117.8378,0,0,0,0,0,0
-64.2908,49.9687,118.9059,0,0,0,0,0,0
-67.8218,46.7552,118.5245,0,0,0,0,0,0
-66.7506,48.8975,118.8296,0,0,0,0,0,0
-64.6082,48.1834,117.6852,0,0,0,0,0,0
-65.6397,48.1834,118.3719,0,0,0,0,0,0
-64.2115,48.8975,118.677,0,0,0,0,0,0
-63.8941,47.4693,119.3637,0,0,0,0,0,0
-63.537,48.8975,118.677,0,0,0,0,0,0
-66.0365,51.754,118.6007,0,0,0,0,0,0
-65.2827,50.6432,118.5245,0,0,0,0,0,0
-67.8218,48.8579,118.3719,0,0,0,0,0,0
-66.0365,47.1122,118.3719,0,0,0,0,0,0
-65.6397,47.4296,118.2956,0,0,0,0,0,0
-65.2827,49.2149,119.2874,0,0,0,0,0,0
-63.1006,45.3269,119.2111,0,0,0,0,0,0
-63.8544,48.1041,119.7452,0,0,0,0,0,0
-64.5289,48.8579,120.737,0,0,0,0,0,0
-64.5289,49.2149,120.6607,0,0,0,0,0,0
-66.3142,49.5323,120.9659,0,0,0,0,0,0
-67.0283,47.747,120.737,0,0,0,0,0,0
-64.8463,46.3188,121.2711,0,0,0,0,0,0
-63.061,48.7785,120.8133,0,0,0,0,0,0
-63.061,46.6758,121.8051,0,0,0,0,0,0
-64.8463,48.7785,121.0422,0,0,0,0,0,0
-64.0925,49.5323,121.2711,0,0,0,0,0,0
-65.5207,46.9932,121.5763,0,0,0,0,0,0
-65.8778,50.2068,121.8051,0,0,0,0,0,0
-66.3935,47.4693,113.7179,0,0,0,0,0,0
-65.7191,46.7552,114.0993,0,0,0,0,0,0
-64.2115,49.9687,113.9467,0,0,0,0,0,0
-63.537,47.7867,114.2519,0,0,0,0,0,0
-66.0365,51.397,114.8623,0,0,0,0,0,0
-65.2827,48.5405,115.5489,0,0,0,0,0,0
-67.068,48.8579,115.7778,0,0,0,0,0,0
-65.6397,50.2861,116.4645,0,0,0,0,0,0
-65.2827,48.1834,115.7015,0,0,0,0,0,0
-66.7109,49.2149,115.9304,0,0,0,0,0,0
-64.5289,48.4611,116.9986,0,0,0,0,0,0
-63.1006,47.7867,115.7015,0,0,0,0,0,0
-65.9571,48.1041,116.3882,0,0,0,0,0,0
-65.6001,49.8894,116.6934,0,0,0,0,0,0
-66.7109,48.4611,118.0667,0,0,0,0,0,0
-66.6316,48.4611,117.6089,0,0,0,0,0,0
-64.1718,46.3188,117.9141,0,0,0,0,0,0
-67.9408,48.3024,112.5734,1.41,0.66,0,0,0,0.54
-65.0843,49.3339,120.3555,1.68,0.41,0,0.01,0,0.28
-65.8381,47.2313,118.0667,0,0.41,1.72,0,0,0.47
-65.8381,46.4775,117.38,0,0,0.89,1.4,0,0.23
-63.6561,48.6595,120.737,1.64,0.53,0,0.01,0,0.3
-64.4099,46.4775,118.0667,0.03,1.6,0.1,0,0,0.41
-65.4414,49.7307,118.5245,1.5,0.69,0,0,0,0.36
-64.7272,46.1204,114.4045,0,0.01,1.79,0,0,0.45
-66.5126,50.7622,119.2874,1.23,0,0,1.04,0,0.21
-65.0843,49.3339,118.143,1.41,0.78,0,0,0,0.43
-66.5126,47.9057,114.786,0,1.48,0.45,0,0,0.5
-66.1952,48.6595,114.4045,0,0,1.79,0.13,0,0.47
-64.7272,47.9057,115.5489,0,0,0.36,1.59,0,0.32
-66.1952,48.6595,118.6007,1.41,0,0,0.78,0,0.32
-66.8696,47.9057,113.4127,0.22,0,0,1.59,0,0.38
-66.1952,48.3024,112.726,0.66,1.28,0,0,0,0.57
-67.2663,48.6595,114.1756,0,0.8,1.11,0,0,0.74
-66.8696,48.6595,114.1756,0,0,1.27,0.78,0,0.6
-66.1952,49.3339,114.1756,0.43,0,0,1.51,0,0.39
-67.2663,49.0166,113.4127,1.62,0,0,0,0,0.56
-66.5919,47.2313,111.9631,0.56,1.29,0,0,0,0.62
-67.2663,47.2313,112.3445,0,0,1.19,0.87,0,0.57
-66.1952,47.628,113.8705,1.57,0.1,0,0,0,0.63
-66.8696,48.3024,111.6579,0.36,1.32,0,0,0,0.71
-65.0843,45.7633,115.4726,0,0.47,1.54,0,0,0.61
-65.0843,46.1204,113.2601,0,0,0.92,1.2,0,0.44
-66.1555,48.9769,115.9304,0.92,0,0,1.23,0,0.39
-64.3305,49.3339,115.4726,1.55,0.5,0,0,0,0.49
-67.5837,50.7622,114.0993,0,0,0.75,1.28,0,0.5
-66.1555,49.3339,115.5489,0.98,0,0,1.14,0,0.44
-66.8696,49.7307,116.6934,1.45,0.54,0,0,0,0.62
-65.7588,49.7307,114.0993,0,1.41,0.18,0,0,0.66
-65.0843,46.1204,115.7015,0,0.18,1.64,0,0,0.61
-66.8696,48.9769,114.4808,0,0,0.53,1.42,0,0.47
-65.0843,47.9057,114.8623,1.22,0,0,0.87,0,0.5
-64.3305,50.4051,114.5571,1.27,0.76,0,0,0,0.6
-66.8696,47.9057,112.2683,0,1.32,0.27,0,0,0.75
-65.7588,49.7307,113.4127,0,0.05,1.51,0.06,0,0.76
-66.8696,48.9769,114.5571,1.26,0,0,0.8,0,0.52
-65.7588,48.3024,116.7697,1.18,0.79,0,0,0,0.65
-65.0843,47.1916,111.9631,0,1.24,0.56,0,0,0.74
-66.8696,46.4775,112.6497,0,0,1.55,0.38,0,0.69
-65.4414,47.5486,113.1075,0,0,0.14,1.48,0,0.57
-64.0528,46.8742,113.1075,1.4,0,0,0.57,0,0.62
-66.5126,47.9057,112.726,1.06,0.83,0,0,0,0.7
-65.8381,48.6595,111.2764,0,1.11,0.58,0,0,0.85
-65.8381,48.6595,112.4208,0,0,1.44,0.43,0,0.76
-67.9408,48.3024,113.1838,0,0,0.06,1.51,0,0.5
-66.5126,48.9769,112.0394,1.44,0,0,0.5,0,0.62
-63.6561,45.0492,114.4045,0.8,0.98,0,0,0,0.76
-66.5126,45.4459,112.8023,0,0.89,0.87,0,0,0.87
-64.7272,48.3024,111.3527,0.26,0,0,1.4,0,0.67
-64.7272,47.9057,112.4971,0,0.82,0.89,0,0,0.91
-68.2979,48.6595,113.2601,0,0,1.2,0.67,0,0.76
-67.6234,47.5486,112.1157,0.4,0,0,1.38,0,0.6
-65.0843,48.3024,114.0993,1.44,0,0,0.12,0,0.76
-66.5126,45.803,110.7424,0.48,1.07,0,0,0,0.92
-64.0528,47.9057,111.8105,0,0,1.09,0.7,0,0.85
-65.8381,48.6595,111.429,0.48,0,0,1.29,0,0.7
-65.4414,49.7307,113.4127,1.46,0.04,0,0.04,0,0.75
-65.0843,48.3024,110.4372,0.41,1.15,0,0,0,0.89
-67.2663,48.6595,113.4127,0,0.48,1.1,0,0,1.02
-64.7669,46.4775,110.8949,0,0.41,1.15,0,0,1.01
-65.3223,46.4378,112.0394,0,0,0.72,1.11,0,0.71
-64.2908,47.1122,115.0149,0.85,0,0,1.05,0,0.67
-67.1473,48.2231,112.4208,0,0,0.48,1.27,0,0.69
-66.0761,51.4366,116.9986,1.1,0,0,0.96,0,0.62
-65.4017,46.041,114.7097,1.27,0.54,0,0,0,0.8
-66.8299,48.8975,113.2601,0,0.06,1.33,0.04,0,0.94
-66.0761,45.0095,111.0475,0,0,0.38,1.26,0,0.76
-65.7191,48.6198,112.192,1.11,0,0,0.72,0,0.74
-67.187,48.9769,113.7179,0,0,1.29,0.19,0,0.97
-66.8299,51.0796,113.4127,0,0,0.16,1.31,0,0.78
-65.0446,48.2231,116.083,1.2,0,0,0.63,0,0.78
-66.8299,48.9769,115.3201,0.94,0.72,0,0,0,0.94
-66.4332,49.2943,112.726,0,0.92,0.5,0,0,1.07
-65.7588,45.3666,112.4208,0.06,0,0.04,1.31,0,0.79
-64.3305,50.7225,115.0149,1.31,0,0,0.41,0,0.83
-63.6164,48.2231,113.489,0.8,0.83,0,0,0,0.92
-66.8299,47.5486,112.8023,0,0.83,0.63,0,0,1.1
-66.8299,51.0796,113.6416,0,0,1.04,0.49,0,1.06
-66.1555,48.2231,112.4208,0.23,0,0,1.23,0,0.85
-65.7588,49.2943,115.0912,1.27,0,0,0.32,0,0.88
-65.7588,47.866,111.429,0.61,0.82,0,0,0,1.02
-64.7272,46.1204,112.5734,0,0.6,0.72,0,0,0.98
-67.5837,47.9057,111.8105,0,0,0.63,0.44,0,0.62
-66.5126,48.6198,116.3882,0,0,0,0,0,0.01
-65.0843,49.3339,115.7015,0,0,0,0,0,0
-66.1555,48.9769,116.083,0,0,0,0,0,0
-64.7272,47.9057,116.083,0,0,0,0,0,0
-66.5126,48.2231,116.4645,0,0,0,0,0,0
-66.7109,48.4611,115.5489,0.01,0.04,1.94,0.25,0,0.19
-67.0283,49.2149,117.38,0.01,0.01,0.05,1.73,0,0.13
-65.2827,46.6758,116.9986,1.53,0,0.01,0.74,0,0.14
-64.1718,47.0329,116.6934,1.27,1.01,0,0.03,0,0.26
-63.1006,48.8579,114.8623,0.04,1.49,0.76,0,0,0.32
-63.4577,47.4296,114.0993,0.01,0.04,1.9,0.44,0,0.26
-67.0283,49.5323,117.0748,0.01,0,0.14,1.75,0,0.17
-62.7436,48.4611,117.8378,1.05,1.23,0,0.01,0,0.25
-65.2827,46.6758,113.4127,0.03,1.29,0.98,0,0,0.39
-62.4262,46.6758,112.3445,0.01,1.22,1.07,0,0,0.34
-65.2827,47.7867,113.1075,0,0.01,1.71,0.6,0,0.26
-65.9571,49.8894,114.9386,0.22,0,0.03,1.72,0,0.17
-63.1006,50.2861,115.7015,1.72,0,0,0.04,0,0.16
-64.8859,47.7867,114.6334,0.71,1.41,0,0,0,0.38
-65.9571,48.8579,112.726,0,1.06,1.14,0,0,0.48
-65.6001,46.0014,112.4208,0,0,1.59,0.7,0,0.3
-65.9571,46.6758,114.6334,0.3,0,0.01,1.68,0,0.19
-65.6397,48.4611,115.7015,1.72,0,0,0.1,0,0.25
-62.7436,47.4296,113.489,0.57,1.49,0,0,0,0.35
-63.8544,47.4296,112.1157,0,0.83,1.4,0,0,0.44
-65.9571,49.6117,113.1838,0.48,1.46,0,0,0,0.48
-63.537,47.4693,115.8541,0.91,0,0,0.75,0,0.91
-65.7191,48.5405,111.429,0,0.88,0.18,0,0,1.04
-68.1788,50.7225,115.6252,0,0,0.12,0.48,0,0.36
-66.0761,49.6513,117.4563,0.17,0,0,0.12,0,0.14
-64.6479,48.5405,117.9141,0.05,0.03,0,0,0,0.05
-65.3223,48.2231,117.2274,0,0.01,0,0,0,0.01
-65.3223,47.866,117.9904,0,0,0,0,0,0
-64.2908,50.3258,116.9223,0,0,0,0,0,0
-63.6164,47.1122,118.0667,0,0,0,0,0,0
-67.5044,49.6513,117.6852,0,0,0,0,0,0
-66.0761,51.4366,117.6852,0,0,0,0,0,0
-63.6164,48.6198,117.6852,0,0,0,0,0,0
-65.0446,46.7948,117.2274,0,0,0,0,0,0
-64.6479,47.4693,118.677,0,0,0,0,0,0
-64.6479,47.866,117.9904,0,0,0,0,0,0
-63.537,48.1834,118.9822,0,0,0,0,0,0
-64.6082,49.6117,118.9822,0,0,0,0,0,0
-63.537,49.6117,119.2111,0,0,0,0,0,0
-66.3935,49.6117,118.677,0,0,0,0,0,0
-64.9653,49.9687,119.3637,0,0,0,0,0,0
-65.6397,46.0014,119.6689,0,0,0,0,0,0
-65.2827,48.8579,119.9741,0,0,0,0,0,0
-63.8544,49.6117,120.2792,0,0,0,0,0,0
-66.7109,48.4611,121.3474,0,0,0,0,0,0
-65.6001,47.7867,119.6689,0,0,0,0,0,0
-65.6001,45.2476,120.3555,0,0,0,0,0,0
-64.8859,47.7867,121.0422,0,0,0,0,0,0
-64.1718,47.4296,120.5844,0,0,0,0,0,0
-65.6001,47.747,120.2029,0,0,0,0,0,0
-63.1006,49.5323,121.1948,0,0,0,0,0,0
-63.7751,48.1041,121.5,0,0,0,0,0,0
-65.6001,48.4611,121.3474,0,0,0,0,0,0
-65.2033,49.8894,122.034,0,0,0,0,0,0
-64.8463,48.1041,121.1948,0,0,0,0,0,0
-66.2745,46.9932,122.4918,0,0,0,0,0,0
-65.8778,47.747,121.6526,0,0,0,0,0,0
-64.9653,46.7552,113.7179,0,0,0,0,0,0
-66.0761,49.7307,119.0585,0.82,1.05,0.03,0.13,0.4,1.02
-64.9653,47.628,118.3719,0.17,0.91,1.05,0.01,0.35,1.06
-64.9653,48.3024,117.38,0.04,0.21,1.26,0.82,0.32,0.87
0.0198,0.0198,0.0381,0.58,0.06,0.28,1.38,0.32,0.75
-63.6164,51.516,120.0504,1.53,0.18,0.12,0.26,0.34,0.83
-65.4017,49.4133,119.0585,0.13,0.61,1.27,0,0.28,1.05
-64.2908,48.6595,118.4482,0.01,0.18,1.01,1,0.26,0.89
0.0198,0.0198,0.0381,1.51,0.32,0.08,0.21,0.3,0.8
-66.7109,51.397,113.1075,0,0,0,0,0,0
-64.8859,48.8579,115.4726,0,0,0,0,0,0
-64.8859,48.4611,116.083,0,0,0,0,0,0
-65.2033,50.9606,116.0067,0,0,0,0,0,0
-63.061,51.3176,116.4645,0,0,0,0,0,0
-63.418,47.747,116.6934,0,0,0,0,0,0
-65.2033,47.747,117.7615,0,0,0,0,0,0
-67.2663,49.453,121.6526,1.22,0.01,0.17,0.88,0.23,0.71
-63.7354,49.0959,119.2874,0.17,1.19,0.57,0.05,0.21,0.93
-66.3142,48.8579,120.3555,1.04,0.01,0.13,1.37,0,0.13
-64.2115,48.1834,119.6689,1.66,0.62,0.03,0.16,0.01,0.27
-65.2827,47.0329,118.9822,0.17,1.66,0.1,0.05,0,0.4
-63.4577,46.0014,117.4563,0.01,0.06,0.91,1.49,0,0.26
-65.2827,47.7867,118.9822,1.18,0,0.09,1.2,0,0.22
-64.6082,50.2861,119.7452,1.55,0.74,0.01,0.1,0,0.19
-64.2115,49.6117,117.1511,0.13,1.63,0.41,0.03,0,0.36
-66.0365,49.9687,117.5326,0.04,0.17,1.92,0.05,0,0.35
-67.068,49.9687,117.5326,0.01,0.04,0.57,1.67,0,0.22
-65.6397,50.2861,118.677,1.31,0,0.06,1.05,0,0.19
-66.0365,48.5405,118.3719,1.42,0.85,0.01,0.08,0,0.35
-64.6082,48.1834,116.083,0.03,0.08,1.9,0.21,0,0.32
-66.3142,46.0014,118.3719,0,0.03,0.09,1.71,0,0.22
-66.3142,48.8579,117.9904,1.53,0,0.03,0.75,0,0.18
-63.18,49.2149,119.1348,1.15,1.13,0,0.04,0,0.28
-64.6082,48.8579,115.3964,0.05,1.36,0.88,0.01,0,0.43
-65.2827,49.6117,117.3037,0.01,0.05,1.82,0.48,0,0.39
-66.0365,47.1122,117.6852,0,0.01,0.18,1.73,0,0.23
-65.2827,48.8579,118.3719,1.6,0,0.01,0.61,0,0.23
-66.0365,49.2149,117.6852,1.01,1.2,0,0.03,0,0.41
-64.6082,48.8579,116.6171,0.04,1.24,1.02,0,0,0.43
-66.3935,47.866,120.0504,0,0.03,1.28,1.15,0,0.17
-63.537,48.8975,122.3392,0.79,0,0.04,1.5,0,0.08
-63.537,48.5405,122.7207,1.75,0.21,0.01,0.05,0,0.13
-65.3223,50.3258,121.6526,0.06,1.64,0,0.01,0,0.3
-65.7191,48.5405,120.1266,0,0.01,1.07,1.31,0,0.16
-66.0761,50.3258,121.2711,0.96,0,0.03,1.35,0.08,0.05
-65.7191,48.5405,120.8133,1.63,0.58,0,0.03,0,0.13
-64.6082,47.4693,120.2029,0.04,1.64,0.18,0,0,0.28
-66.0761,48.8975,117.5326,0,0.04,1.88,0,0,0.27
-65.3223,49.6117,118.677,0,0,0.84,1.46,0,0.17
-63.18,48.1834,120.2029,1.14,0,0.01,1.15,0,0.16
-64.9653,49.6117,120.9659,1.5,0.71,0,0.01,0,0.19
-65.3223,48.5405,117.6089,0.03,1.59,0.38,0,0,0.32
-64.6479,47.866,117.2274,0,0.1,1.89,0.01,0,0.26
-67.5044,49.2943,118.677,0,0,0.49,1.64,0,0.14
-66.3935,48.5405,120.2029,1.41,0,0,0.84,0,0.1
-67.5044,48.8975,111.1238,0,1.36,0.44,0,0,0.62
-66.7506,51.1986,118.0667,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-65.7191,47.866,117.2274,0.89,1.23,0,0,0,0.43
-64.2908,49.2943,116.846,0,1.1,1.05,0,0,0.5
-65.3223,47.866,115.7015,0,0,1.58,0.65,0,0.36
-65.7191,48.5405,117.6852,1.68,0,0,0.03,0,0.27
