mag_X,mag_Y,mag_Z,ADC1_CH1,ADC1_CH2,ADC1_CH3,ADC1_CH4,ADC1_CH5,ADC1_CH6
-62.8626,47.4693,116.5408,0.7,1.38,0,0,0,0.4
-66.0761,47.1122,114.3282,0,0.89,1.27,0,0,0.49
-66.3935,49.2943,115.8541,0.36,1.49,0,0,0,0.48
-64.9653,47.866,115.0912,0,0.6,1.5,0,0,0.54
-67.1473,47.4693,114.023,0,0,1.19,1.04,0,0.35
-66.3935,50.3258,116.6171,0.71,0,0,1.44,0,0.27
-64.2908,49.2943,115.9304,1.64,0.27,0,0,0,0.43
-63.537,46.4378,114.786,0.13,1.51,0,0,0,0.52
-66.0761,47.866,115.0912,0,0.39,1.59,0,0,0.58
-65.3223,48.2231,112.8786,0,0,0.79,1.29,0,0.41
-67.1473,49.9687,117.38,1.02,0,0,1.14,0,0.36
-65.7191,49.2943,116.6934,1.48,0.61,0,0,0,0.48
-64.9653,48.5405,113.3364,0,1.48,0.12,0,0,0.56
-65.3223,47.4693,112.5734,0,0,1.66,0,0,0.57
-67.1473,47.866,114.0993,0,0,0.58,1.44,0,0.38
-65.3223,48.8975,116.3119,1.2,0,0,0.92,0,0.43
-65.0446,49.2943,113.7179,1.28,0.75,0,0,0,0.57
-66.4332,47.866,111.8868,0,1.32,0.45,0,0,0.66
-64.2908,47.4693,111.8105,0,0,1.62,0.21,0,0.62
-65.3223,48.2231,113.7179,0,0,0,1.5,0,0.43
-67.5044,51.754,113.7179,1.35,0,0,0.74,0,0.45
-65.3223,50.3258,116.0067,1.13,0.87,0,0,0,0.56
-65.7191,47.866,110.8186,0,1.19,0.69,0,0,0.7
-67.5044,49.9687,113.1075,0,0,1.53,0.44,0,0.63
-65.0446,49.2943,113.1075,0.05,0,0.03,1.53,0,0.47
-65.7191,47.4693,115.3201,1.48,0,0,0.45,0,0.6
-66.7506,50.7225,114.5571,0.8,1.06,0,0,0,0.66
-63.8941,48.5405,112.3445,0,0.92,0.94,0,0,0.75
-64.2908,49.6513,114.5571,0,0,1.41,0.54,0,0.65
-66.8299,49.6513,113.489,0.23,0,0,1.5,0,0.47
-65.0446,49.6513,112.726,1.54,0,0,0,0,0.61
-65.3223,47.4693,110.5135,0.6,1.16,0,0,0,0.71
-66.4332,49.6513,112.726,0,0.7,1.09,0,0,0.84
-65.7191,48.2231,113.1838,0,0,1.11,0.8,0,0.69
-66.8299,47.4693,112.4208,0.52,0,0,1.35,0,0.56
-64.6479,48.8975,110.5898,0.41,1.24,0,0,0,0.75
-63.8941,47.4693,112.4208,0,0.56,1.23,0,0,0.84
-66.4332,48.2231,111.7342,0,0,0.89,0.98,0,0.7
-65.7191,50.3258,111.7342,0.72,0,0,1.18,0,0.6
-65.7191,49.2943,114.786,1.41,0.28,0,0,0,0.75
-66.4332,48.8975,112.192,0,0.22,1.32,0,0,0.91
-67.5044,47.866,109.5979,0,0,0.6,1.18,0,0.71
-66.0761,50.4051,113.3364,0.89,0,0,1.02,0,0.65
-64.2908,48.6198,109.2927,0,1.15,0.19,0,0,0.93
-67.5044,49.6513,112.2683,0,0.08,1.31,0,0,0.96
-65.6397,51.397,114.786,1.32,0,0,0.69,0,0.56
-65.2827,49.6117,114.0993,0,0,1.4,0.43,0,0.75
-65.3223,48.1834,114.2519,0,0,1.29,0.6,0,0.72
-66.0365,48.8975,113.8705,0.32,0,0,1.4,0,0.6
-63.537,47.7867,116.4645,1.48,0,0,0,0,0.7
-65.3223,48.1834,113.5653,0,0.65,1.04,0,0,0.93
-65.6397,48.1834,111.7342,0,0,1,0.82,0,0.78
-66.0365,49.9687,113.6416,0.57,0,0,1.27,0,0.61
-64.9653,48.1834,115.0912,1.46,0.08,0,0,0,0.74
-67.1473,48.5405,114.0993,0,0.44,1.19,0,0,0.94
-64.9653,49.6117,111.1238,0,0,0.75,0.98,0,0.82
-64.6082,48.5405,113.3364,0.76,0,0,1.05,0,0.72
-65.7191,48.5405,115.1675,1.31,0.34,0,0,0,0.83
-64.9653,48.1834,111.1238,0.06,1.13,0.05,0,0,0.97
-64.9653,48.5405,112.6497,0,0,1.27,0,0,1
-68.1788,48.1834,110.4372,0,0,0.56,1.13,0,0.79
-66.7506,51.0002,115.3201,0.94,0,0,0.88,0,0.74
-63.8941,49.2943,115.7015,1.16,0.54,0,0,0,0.88
-65.3223,45.684,110.5135,0,1.02,0.25,0,0,1.05
-66.0761,47.866,112.726,0,0,1.2,0.14,0,1.04
-64.6479,47.866,110.2083,0,0,0,1.19,0,0.87
-66.3935,48.1834,116.5408,1.13,0,0,0.63,0,0.83
-65.7191,47.866,115.4726,0.92,0.71,0,0,0,0.91
-64.2908,46.7552,109.9031,0,0.85,0.36,0,0,1
-66.3935,46.4378,114.023,0,0,0.78,0.23,0,0.7
-66.3935,49.6513,115.5489,0.03,0,0,0.38,0,0.26
-65.7191,49.6513,116.6934,0.09,0,0,0.03,0,0.06
-65.3223,49.6513,116.3119,0.01,0.01,0,0,0,0.01
-66.0761,48.8975,116.3882,0,0,0,0,0,0
-66.0761,48.2231,115.6252,0,0,0,0,0,0
-66.7506,47.4693,116.3882,0,0,0,0,0,0
-65.3223,50.3258,116.3882,0,0,0,0,0,0
-65.0446,49.6513,116.3882,0,0,0,0,0,0
-66.0761,46.7948,117.1511,0,0,0,0,0,0
-66.0761,50.7225,116.3882,0,0,0,0,0,0
-66.0761,49.6513,115.7015,0,0,0,0,0,0
-64.4495,49.8497,119.6689,1.5,0.74,0.03,0.08,0.14,0.12
-65.5207,47.747,118.2956,0.08,1.63,0.44,0.04,0,0.21
-65.5207,50.2068,116.4645,0.04,0.14,1.95,0.03,0,0.19
-64.8463,48.7785,117.9904,0.03,0.04,0.54,1.67,0.16,0.13
-64.4495,50.9606,118.0667,1.58,0,0.04,0.66,0.13,0.12
-64.4495,49.1752,117.6852,1.07,1.22,0.01,0.04,0,0.12
-65.5207,49.1752,115.4726,0.05,1.32,1.01,0.01,0,0.32
-65.8778,50.2068,116.9986,0.01,0.05,1.8,0.54,0,0.23
-65.8778,48.1041,117.38,0.13,0.01,0.06,1.76,0.04,0.14
-64.8463,50.2068,117.0748,0.89,1.36,0,0.03,0,0.25
-64.8463,46.3188,115.2438,0.04,1.15,1.2,0.01,0,0.3
-65.6397,48.8579,114.5571,1.4,0.04,0,0.03,0,0.79
-65.2827,48.1834,114.7097,0.63,0,0,1.09,0,0.79
-65.2827,48.8579,117.3037,1.28,0.18,0,0,0,0.89
-66.0365,46.7552,110.7424,0,0,0.53,1.05,0,0.89
-66.3935,47.7867,115.5489,0.91,0,0,0.84,0,0.82
-64.6082,47.4693,113.4127,1.11,0.52,0,0,0,0.93
-65.6397,46.0014,110.4372,0,0.94,0.22,0,0,1.11
-66.3935,47.7867,113.4127,0,0.06,1.04,0.03,0,1.07
-66.3935,49.9687,113.4127,0,0,0.18,0.82,0,0.71
-65.3223,47.1122,115.7015,0.36,0,0,0.25,0,0.32
-64.6082,49.6117,117.6852,0,0,0,0,0,0
-64.2115,50.3258,116.9223,0,0,0,0,0,0
-64.9653,48.5405,117.6852,0,0,0,0,0,0
-64.6082,49.6117,118.0667,0,0,0,0,0,0
-65.3223,49.6117,118.4482,0,0,0,0,0,0
-65.7191,49.6117,118.8296,0,0,0,0,0,0
-66.3935,50.7225,118.4482,0,0,0,0,0,0
-63.18,48.5405,117.6852,0,0,0,0,0,0
-66.0365,48.1834,116.5408,0,0,0,0,0,0
-65.2827,48.1834,117.7615,0,0,0,0,0,0
-65.6397,48.1834,117.38,0,0,0,0,0,0
-65.6397,49.2149,118.3719,0,0,0,0,0,0
-65.2827,48.8579,118.7533,0,0,0,0,0,0
-64.6082,47.1122,119.0585,0,0,0,0,0,0
-65.6397,48.1834,119.7452,0,0,0,0,0,0
-63.8544,49.6117,119.3637,0,0,0,0,0,0
-64.8859,45.6443,120.0504,0,0,0,0,0,0
-66.3142,49.2149,118.9822,0,0,0,0,0,0
-64.6082,49.6117,119.6689,0,0,0,0,0,0
-63.8544,49.8894,119.5163,0,0,0,0,0,0
-64.8859,46.7552,119.8978,0,0,0,0,0,0
-65.6397,48.1834,119.44,0,0,0,0,0,0
-64.1718,47.0329,120.1266,0,0,0,0,0,0
-65.2827,47.4296,120.0504,0,0,0,0,0,0
-64.5289,46.3188,120.0504,0,0,0,0,0,0
-65.6001,48.1041,120.6607,0,0,0,0,0,0
-64.8463,48.4611,121.3474,0,0,0,0,0,0
-65.6001,47.747,120.9659,0,0,0,0,0,0
-65.2033,48.4611,120.5081,0,0,0,0,0,0
-63.418,48.7785,119.6689,0,0,0,0,0,0
-64.4495,46.9932,121.4237,0,0,0,0,0,0
-66.2745,46.9932,121.3474,0,0,0,0,0,0
-64.4495,50.2068,121.6526,0,0,0,0,0,0
-63.7354,47.747,121.9577,0,0,0,0,0,0
-64.0925,48.7785,121.3474,0,0,0,0,0,0
-66.0761,50.7622,122.1103,1.1,0.03,0.23,0.93,0.16,0.76
-65.8778,49.1752,114.1756,0.04,0.13,1.93,0.04,0,0.23
-64.8463,50.2861,122.6444,1.53,0,0.06,0.79,0.21,0.08
-64.8859,47.4296,122.3392,1.16,1.09,0.01,0.06,0.12,0.06
-64.5289,47.747,120.0504,0.08,1.41,0.89,0.01,0,0.19
-65.6001,47.747,120.0504,0.03,0.06,1.86,0.47,0,0.12
-63.7751,46.6758,119.7452,0.79,1.4,0,0.04,0,0.13
-63.7751,46.3188,118.677,0.05,1.06,1.31,0.01,0,0.18
-64.5289,47.747,117.6089,0.01,0.05,1.7,0.67,0,0.12
-64.1718,47.747,120.9659,0.31,0.01,0.06,1.7,0.14,0.06
-64.8859,48.4611,118.4482,1.4,0.84,0,0.01,0,0.17
-65.6001,48.8579,117.4563,0.06,0,0.01,1.73,0,0.13
-66.3142,49.8894,117.0748,1.68,0,0,0.35,0,0.1
-65.6001,47.7867,115.2438,0.76,1.38,0,0,0,0.3
-65.2827,47.0329,113.7942,0,1,1.28,0,0,0.32
-65.6001,47.7867,113.7942,0,0,1.53,0.83,0,0.17
-67.0283,50.2861,117.1511,0.47,0,0,1.63,0,0.14
-63.8544,48.4611,116.6934,1.73,0,0,0.06,0,0.14
-64.5289,49.2149,114.5571,0.47,1.54,0,0,0,0.3
-65.9571,47.0329,111.6579,0,0.72,1.5,0,0,0.39
-65.9571,49.5323,112.726,0,0,1.2,1.09,0,0.23
-65.9571,47.7867,115.7015,0.75,0,0,1.44,0,0.16
-65.6001,48.8579,116.083,1.66,0.36,0,0,0,0.22
-64.8859,47.0329,114.1756,0.06,1.58,0,0,0,0.36
-66.3142,47.0329,111.6579,0,0.36,1.75,0,0,0.36
-66.7109,48.1041,113.8705,0,0,0.89,1.33,0,0.21
-64.8859,49.8894,116.083,1.04,0,0,1.18,0,0.22
-63.8544,49.5323,113.8705,1.49,0.63,0,0,0,0.34
-65.2827,48.4611,113.1075,0,1.51,0.28,0,0,0.43
-65.2827,50.2861,110.8949,0,0.09,1.76,0,0,0.44
-66.7109,46.3584,110.5898,0,1.37,0.62,0,0,0.49
-63.1006,47.7867,115.9304,0.03,0.71,1.63,0,0,0.3
-65.9571,47.7867,119.9741,1.67,0.5,0,0.04,0,0.17
-65.2827,48.8579,119.2111,0.05,1.63,0.1,0,0,0.34
-65.2827,48.1041,117.0748,0.01,0.43,1.79,0,0,0.31
-65.6001,47.4296,118.4482,0,0.01,0.88,1.44,0,0.17
-65.2827,48.4611,119.9741,1.13,0,0.01,1.16,0,0.14
-63.8544,48.4611,119.5926,1.49,0.74,0,0.03,0,0.21
-65.2827,46.3584,116.3119,0.03,1.58,0.43,0,0,0.34
-64.8859,47.4296,115.9304,0,0.03,1.86,0.1,0,0.31
-65.2827,47.7867,118.143,0,0,0.34,1.66,0,0.21
-64.5289,50.6432,118.9059,1.48,0,0,0.87,0,0.16
-64.1718,50.6432,118.5245,1.26,0.96,0,0,0,0.28
-65.2827,48.1041,114.8623,0.01,1.41,0.75,0,0,0.39
-65.9571,47.7867,116.6934,0,0.01,1.81,0.49,0,0.27
-64.8859,49.2149,116.6934,0.27,0,0.01,1.67,0,0.21
-65.2827,49.5323,117.8378,1.71,0,0,0.03,0,0.19
-64.1718,48.8579,115.3201,0.56,1.46,0,0,0,0.36
-64.8859,47.7867,114.1756,0,0.78,1.41,0,0,0.44
-65.9571,48.4611,113.7942,0,0,1.26,1.02,0,0.27
-65.2827,49.5323,117.1511,0.69,0,0,1.46,0,0.22
-64.8859,48.4611,117.1511,1.64,0.27,0,0,0,0.36
-65.6001,46.6758,115.0149,0.01,1.53,0,0,0,0.44
-63.4577,47.0329,113.1075,0,0.49,1.58,0,0,0.48
-64.1718,47.7867,113.8705,0,0,0.92,1.26,0,0.32
-64.8859,49.2149,116.4645,0.97,0,0,1.22,0,0.25
-64.8859,49.8894,116.4645,1.51,0.6,0,0,0,0.38
-65.2827,47.4296,112.8023,0,1.49,0.22,0,0,0.5
-67.068,50.2861,113.1838,0,0,0.45,1.51,0,0.31
-64.2115,47.4296,116.4645,1.2,0,0,0.92,0,0.36
-64.8859,47.0329,112.8023,1.28,0.78,0,0,0,0.5
-65.2827,49.8894,112.1157,0,1.36,0.53,0,0,0.54
-65.6397,46.3584,112.8023,0,0,1.66,0.34,0,0.5
-65.9571,49.6117,115.0912,0,0,0.14,1.58,0,0.35
-64.8859,49.8894,115.7778,1.5,0,0,0.53,0,0.4
-66.7109,48.8579,114.3282,0.88,1.09,0,0,0,0.52
-65.9571,50.2861,110.7424,0,1,0.92,0,0,0.67
-64.8859,49.8894,112.8786,0,0,1.49,0.52,0,0.56
-67.068,49.6117,113.2601,0.16,0,0,1.55,0,0.39
-67.068,48.4611,113.2601,1.55,0,0,0,0,0.53
-63.8544,47.7867,112.1157,0.62,1.26,0,0,0,0.58
-63.4577,46.3584,113.6416,0,0.75,1.19,0,0,0.66
-65.9571,48.8579,111.1238,0,0,1.15,0.85,0,0.57
-64.5289,49.2149,112.192,0.58,0,0,1.36,0,0.44
-64.8859,49.6117,112.192,1.54,0.06,0,0,0,0.6
-67.3854,48.4611,111.8105,0.35,1.29,0,0,0,0.71
-65.6397,48.1834,112.6497,0,0.49,1.32,0,0,0.78
-64.8859,48.1834,112.6497,1.4,0.47,0,0,0,0.66
-67.068,46.3584,110.4372,0,1.29,0.16,0,0,0.75
-65.2827,50.2861,111.2001,0,0.16,1.44,0,0,0.8
-65.6001,48.8579,114.4045,0,0.98,1.09,0,0,0.57
-65.6001,48.8579,114.4808,0,0,1.42,0.74,0,0.44
-64.1718,51.3176,114.9386,0.7,0,0,1.37,0,0.35
-64.5289,48.1041,116.0067,1.59,0.28,0,0,0,0.48
-65.2033,49.5323,114.6334,0,0.34,1.53,0,0,0.66
-65.9571,49.5323,112.726,0,0,0.7,1.23,0,0.45
-67.0283,49.1752,115.7015,0.96,0,0,1.15,0,0.39
-65.6001,49.8894,115.0149,1.44,0.58,0,0,0,0.56
-64.5289,47.747,113.1838,0,1.38,0.23,0,0,0.63
-65.9571,47.747,115.0912,0,0.09,1.62,0,0,0.62
-66.3142,48.8579,113.6416,0,0,0.36,1.45,0,0.47
-65.2033,48.8579,115.7778,1.29,0,0,0.72,0,0.52
-65.2033,46.0014,116.1593,1.1,0.84,0,0,0,0.6
-65.2033,49.8894,111.8105,0,1.15,0.63,0,0,0.74
-64.8859,50.6432,112.192,0,0,1.5,0.39,0,0.69
-67.0283,48.8579,113.7179,0,0,0.1,1.51,0,0.45
-65.2033,50.2861,114.786,1.45,0,0,0.5,0,0.56
-65.9571,48.8579,113.7179,0,0.88,0.92,0,0,0.79
-64.8859,47.4296,113.7179,0,0,1.27,0.63,0,0.69
-65.6001,48.4611,113.1075,0.39,0,0,1.38,0,0.56
-65.9571,50.2861,115.7015,1.5,0,0,0.08,0,0.66
-64.5289,50.6432,112.726,0.57,1.15,0,0,0,0.72
-64.5289,48.1041,113.7942,0,0.66,1.1,0,0,0.85
-67.0283,47.7867,114.1756,0,0,1,0.87,0,0.69
-67.7424,48.4611,113.1075,0.62,0,0,1.26,0,0.56
-65.6397,48.4611,114.7097,1.42,0.19,0,0,0,0.72
-67.068,48.8579,111.7342,0.09,1.19,0,0,0,0.87
-66.7109,49.2149,112.1157,0,0.3,1.29,0,0,0.89
-65.6397,46.7552,110.6661,0,0,0.61,1.13,0,0.75
-65.2827,49.8894,113.6416,0.85,0,0,1.01,0,0.67
-64.2115,49.8894,116.5408,1.29,0.48,0,0,0,0.76
-64.2115,47.7867,111.429,0,1.15,0.18,0,0,0.92
-66.3142,48.1834,114.023,0,0.05,1.29,0.06,0,0.94
-68.1392,50.6432,111.5053,0,0,0,1.27,0,0.75
-65.2827,47.4296,114.0993,0.94,0.71,0,0,0,0.89
-65.2827,47.0329,109.369,0,0.92,0.5,0,0,1.04
-64.6082,48.4611,112.3445,0,0,1.23,0.32,0,0.96
-66.7109,48.8579,111.2001,0,0,0.08,1.26,0,0.8
-65.6397,48.1834,111.2764,0,0.49,0.49,0,0,0.76
-65.6397,49.6117,113.489,0,0,0.23,0.16,0,0.25
-67.425,49.9687,115.3964,0.01,0,0,0.05,0,0.04
-64.8859,48.5405,115.3964,0,0,0,0,0,0
-65.6397,48.1834,116.5408,0,0,0,0,0,0
-66.4332,46.9139,129.2821,0.03,0.13,0.8,1.53,0.13,0.17
-65.4017,47.628,130.3502,1.24,0.04,0.17,1.05,0.23,0.16
-66.0761,48.6595,130.4265,1.37,0.88,0.08,0.19,0.13,0.14
-63.9734,47.2313,129.3584,0.22,1.54,0.67,0.1,0.03,0.23
-64.3305,45.4856,129.7398,0.14,0.19,1.92,0.34,0.01,0.19
-64.6479,47.2313,129.0532,0.01,0.16,0.22,1.7,0.23,0.19
-63.9734,49.0166,130.2739,1.51,0.03,0.21,0.69,0.32,0.18
-63.299,47.985,129.2058,1.05,1.22,0.05,0.23,0.17,0.17
-64.3305,47.2313,126.688,0.28,1.4,0.96,0.1,0.03,0.22
0.0198,0.0198,0.0381,0.16,0.25,1.84,0.48,0.04,0.21
-65.4017,48.3421,127.0695,0.1,0.17,0.27,1.71,0.27,0.19
-66.4332,48.3421,130.045,1.62,0.01,0.22,0.4,0.39,0.17
-65.0446,47.628,128.2902,0.84,1.41,0.03,0.26,0.16,0.14
-64.3305,46.9139,126.154,0.28,1.09,1.36,0.05,0.05,0.14
-66.1555,46.1997,126.9169,0.09,0.25,1.62,0.83,0.17,0.17
-67.187,48.3421,128.2902,0.47,0.1,0.28,1.64,0.43,0.16
-64.3305,48.3421,128.748,1.67,0.01,0.16,0.28,0.43,0.14
-64.3305,49.0166,127.7562,0.58,1.54,0.01,0.18,0.17,0.14
0.0198,0.0198,0.0381,0.06,0.18,1.38,1.07,0.22,0.17
-64.7272,47.985,127.8325,0.72,0.06,0.21,1.49,0.4,0.17
-64.7272,50.1671,127.0695,1.63,0.43,0.1,0.19,0.4,0.17
-64.7272,49.4133,126.0014,0.21,1.64,0.05,0.13,0.16,0.18
0.0198,0.0198,0.0381,0.14,0.28,1.93,0.01,0.05,0.19
0.0198,0.0198,0.0381,0.05,0.16,1.13,1.29,0.28,0.21
-65.7588,48.7388,127.1458,0.94,0.05,0.19,1.31,0.49,0.21
-64.3305,48.7388,125.0858,0.22,1.64,0.31,0.12,0.13,0.18
-66.8696,48.7388,123.6362,0.14,0.18,1.93,0.01,0.08,0.19
-65.7588,48.7388,124.0177,0.04,0.14,0.76,1.55,0.35,0.19
-64.3305,48.3421,125.8488,1.29,0.04,0.18,0.98,0.44,0.17
-65.4414,48.3421,123.0259,0.19,1.58,0.63,0.09,0.13,0.16
-64.0528,47.6677,123.0259,0.13,0.17,1.95,0.21,0.09,0.17
-67.187,49.7704,124.1703,0.03,0.12,0.17,1.66,0.38,0.17
-66.5126,47.3106,120.2792,0.18,1.35,1.02,0.08,0.09,0.17
-65.4414,48.3421,123.5599,0.1,0.16,1.82,0.52,0.12,0.18
-65.4414,50.1671,120.3555,1.29,0.94,0.03,0.06,0.14,0.12
-64.7669,49.0959,117.9141,0.08,1.51,0.76,0.04,0,0.19
-63.7354,48.7388,119.0585,1.05,1.2,0.01,0.05,0.06,0.1
-64.5289,48.1041,113.7179,1.36,0,0,0.57,0,0.67
-64.5289,49.5323,116.3882,1.4,0,0,0,0,0.76
-65.9571,48.1041,113.1838,0.52,1.01,0,0,0,0.92
-66.6316,48.4611,113.5653,0,0.57,1,0,0,1.01
-67.0283,47.0329,114.7097,0,0,0.97,0.75,0,0.84
-65.9571,47.7867,114.023,0.53,0,0,1.19,0,0.71
-64.1718,47.0329,113.7179,1.32,0.13,0,0,0,0.84
-66.3142,47.7867,112.5734,0,1.07,0,0,0,0.98
-63.8544,48.1041,113.0312,0,0.3,1.1,0,0,1.06
-65.9571,47.4296,110.7424,0,0,0.54,0.98,0,0.92
-65.6001,48.1041,114.4808,0.85,0,0,0.87,0,0.8
-65.6001,48.8579,114.9386,1.16,0.45,0,0,0,0.89
-66.7109,49.2149,111.2764,0,0.97,0.19,0,0,1.07
-66.3142,46.3584,112.726,0,0.08,1.11,0,0,1.05
-63.4577,47.0329,116.846,0.06,0.05,0,0,0,0.08
-64.8859,48.1834,118.0667,0,0,0,0,0,0
-64.8859,48.4611,116.6171,0,0,0,0,0,0
-65.2827,51.0002,118.4482,0,0,0,0,0,0
-62.7832,49.2149,118.4482,0,0,0,0,0,0
-65.9571,47.4296,118.8296,0,0,0,0,0,0
-65.9571,49.5323,117.9904,0,0,0,0,0,0
-66.8696,49.0959,115.3964,0.03,0.03,0.21,1.73,0.25,0.12
-65.4414,48.0247,115.0149,1.6,0.01,0.04,0.53,0.25,0.1
-66.1952,49.453,115.7778,0.32,0.01,0.05,1.72,0.19,0.09
-66.1952,50.5241,115.3964,1.75,0.01,0.01,0.06,0.17,0.09
-65.5207,49.0959,112.5734,0.01,0.03,1.49,0.96,0,0.12
-66.1952,48.4215,113.1075,0,0,0.67,1.55,0,0.17
-64.0925,49.453,112.0394,0.01,1.48,0.5,0,0,0.32
-65.1637,48.7785,112.4208,1.02,1.13,0,0,0,0.35
-66.3142,45.6443,114.786,1.06,0.01,0,0.04,0,0.82
-65.2827,50.2861,118.2193,0,0,0,0,0,0
-65.9571,49.2149,118.677,0,0,0,0,0,0
-66.3142,48.1041,117.5326,0,0,0,0,0,0
-65.9571,48.4611,119.0585,0,0,0,0,0,0
-65.2827,46.7552,117.9904,0,0,0,0,0,0
-64.5289,47.7867,119.1348,0,0,0,0,0,0
-65.2827,49.8894,118.3719,0,0,0,0,0,0
-64.5289,49.2149,119.3637,0,0,0,0,0,0
-66.3142,49.2149,119.7452,0,0,0,0,0,0
-65.2827,50.2861,118.9822,0,0,0,0,0,0
-63.8544,49.5323,118.6007,0,0,0,0,0,0
-64.8859,47.7867,118.6007,0,0,0,0,0,0
-66.7109,47.0329,119.9741,0,0,0,0,0,0
-63.7751,49.8894,119.2111,0,0,0,0,0,0
-63.4577,49.2149,119.8978,0,0,0,0,0,0
-64.1718,49.5323,119.5163,0,0,0,0,0,0
-63.7751,48.1041,120.5081,0,0,0,0,0,0
-66.6316,48.1041,120.4318,0,0,0,0,0,0
-64.8463,51.3176,119.6689,0,0,0,0,0,0
-65.2033,50.2861,119.2874,0,0,0,0,0,0
-65.2033,48.1041,119.5163,0,0,0,0,0,0
-65.8778,48.1041,120.5844,0,0,0,0,0,0
-65.2033,48.1041,120.5081,0,0,0,0,0,0
-64.4495,49.453,121.8814,0,0,0,0,0,0
0.0198,0.0198,0.0381,1.41,0.28,0.06,0.06,0.28,0.82
0.0198,0.0198,0.0381,0.94,0.06,0.06,0.96,0.28,0.78
-67.7028,54.6899,107.6143,1.23,0.6,0.06,0.05,0.27,0.85
-68.4169,50.4051,103.9521,0.05,1.09,0.34,0.04,0.26,1.05
0.0198,0.0198,0.0381,0.05,0.05,0.26,1.28,0.26,0.85
0.0198,0.0198,0.0381,1.19,0.06,0.05,0.63,0.27,0.88
0.0198,0.0198,0.0381,0.92,0.79,0.06,0.04,0.26,1.01
0.0198,0.0198,0.0381,0.03,0.08,1.15,0.5,0.25,1.05
0.0198,0.0198,0.0381,0.34,0.04,0.12,1.26,0.26,0.89
-67.7424,53.2616,107.8431,1.31,0.05,0.05,0.1,0.27,0.91
-68.8136,51.1589,104.5624,0.58,0.93,0.06,0.04,0.26,1.11
0.0198,0.0198,0.0381,0.04,0.56,0.84,0.03,0.25,1.2
0.0198,0.0198,0.0381,0.03,0.08,0.89,0.78,0.25,1.06
0.0198,0.0198,0.0381,0.6,0.04,0.1,1.1,0.27,0.96
0.0198,0.0198,0.0381,1.23,0.21,0.05,0.09,0.27,1.01
-65.6397,50.8415,104.5624,0.22,1.02,0.06,0.04,0.27,1.15
0.0198,0.0198,0.0381,0.04,0.14,1.04,0.04,0.26,1.22
-67.8218,51.1986,105.4017,0.03,0.06,0.49,1.01,0.26,1.07
0.0198,0.0198,0.0381,0.84,0.04,0.1,0.87,0.28,1
-68.8533,52.2698,110.2846,1.06,0.44,0.05,0.08,0.28,1.13
0.0198,0.0198,0.0381,0.09,0.92,0.3,0.03,0.27,1.26
0.0198,0.0198,0.0381,0.04,0.13,1.07,0.25,0.27,1.19
0.0198,0.0198,0.0381,0.04,0.06,0.28,1.1,0.28,1.06
0.0198,0.0198,0.0381,1.1,0.04,0.09,0.54,0.3,1.05
0.0198,0.0198,0.0381,0.76,0.78,0.04,0.08,0.31,1.16
0.0198,0.0198,0.0381,0.09,0.76,0.52,0.03,0.28,1.31
0.0198,0.0198,0.0381,0.03,0.13,0.88,0.52,0.28,1.23
-68.5756,51.5953,108.7587,0.38,0.05,0.17,1.07,0.3,1.06
0.0198,0.0198,0.0381,1.14,0.05,0.08,0.25,0.32,1.1
0.0198,0.0198,0.0381,0.48,0.87,0.05,0.06,0.31,1.24
0.0198,0.0198,0.0381,0.08,0.43,0.85,0.03,0.3,1.28
-68.2582,49.8497,107.7668,0.03,0.12,0.69,0.78,0.28,1.19
0.0198,0.0198,0.0381,0.66,0.04,0.16,0.91,0.3,1.1
-67.5044,53.3806,113.4127,1.07,0.26,0.06,0.13,0.3,1.15
-68.2582,51.9524,108.6061,0.13,0.88,0.05,0.05,0.28,1.31
0.0198,0.0198,0.0381,0.06,0.17,0.91,0.06,0.26,1.32
-68.2582,50.8812,109.4453,0.01,0.1,0.21,1,0.25,1.11
-67.8614,52.7062,114.3282,0.93,0.04,0.16,0.76,0.25,1.07
-66.8299,49.5323,114.7097,0.93,0.54,0.05,0.17,0.26,1.2
-66.8299,50.6035,108.9876,0.21,0.83,0.4,0.04,0.25,1.32
-67.187,53.7377,115.7778,0.84,0.79,0.04,0.18,0.38,1.23
-67.2663,51.9921,114.2519,0.04,0.35,0.98,0.67,0.36,1.19
-64.4495,50.9606,114.3282,0,0,0,0,0,0
-65.5207,47.747,115.7015,0,0,0,0,0,0
-66.5919,48.7785,114.9386,0,0,0,0,0,0
-64.8463,49.453,115.5489,0,0,0,0,0,0
-66.949,50.8812,115.5489,0,0,0,0,0,0
-66.5919,49.453,116.5408,0,0,0,0,0,0
-65.1637,48.7785,116.083,0,0,0,0,0,0
-65.5207,48.0247,115.7015,0,0,0,0,0,0
-65.5207,47.3503,115.6252,0,0,0,0,0,0
-65.5207,49.0959,116.9986,0,0,0,0,0,0
-65.4414,48.7388,117.3037,0,0,0,0,0,0
-65.1637,48.0247,117.2274,0,0,0,0,0,0
-67.2663,50.5241,117.38,0,0,0,0,0,0
-66.1555,46.9139,119.2111,0,0,0,0,0,0
-65.4414,49.4133,119.1348,0,0,0,0,0,0
-63.6561,48.7388,119.3637,0,0,0,0,0,0
-66.8299,50.1671,119.44,0,0,0,0,0,0
-66.0761,47.2313,120.9659,0,0,0,0,0,0
-65.7191,47.9057,122.6444,0,0,0,0,0,0
